GeoFips,GeoName,LineCode,Description,2018
38005,"Benson, ND",3,Per capita personal income (dollars) 2/,34482
38007,"Billings, ND",1,Personal income (thousands of dollars),68633
38007,"Billings, ND",2,Population (persons) 1/,919
38007,"Billings, ND",3,Per capita personal income (dollars) 2/,74682
38009,"Bottineau, ND",1,Personal income (thousands of dollars),377114
38009,"Bottineau, ND",2,Population (persons) 1/,6411
38009,"Bottineau, ND",3,Per capita personal income (dollars) 2/,58823
38011,"Bowman, ND",1,Personal income (thousands of dollars),187109
38011,"Bowman, ND",2,Population (persons) 1/,3076
38011,"Bowman, ND",3,Per capita personal income (dollars) 2/,60829
38013,"Burke, ND",1,Personal income (thousands of dollars),133815
38013,"Burke, ND",2,Population (persons) 1/,2100
38013,"Burke, ND",3,Per capita personal income (dollars) 2/,63721
38015,"Burleigh, ND",1,Personal income (thousands of dollars),5542354
38015,"Burleigh, ND",2,Population (persons) 1/,95273
38015,"Burleigh, ND",3,Per capita personal income (dollars) 2/,58173
38017,"Cass, ND",1,Personal income (thousands of dollars),10177672
38017,"Cass, ND",2,Population (persons) 1/,181516
38017,"Cass, ND",3,Per capita personal income (dollars) 2/,56070
38019,"Cavalier, ND",1,Personal income (thousands of dollars),260525
38019,"Cavalier, ND",2,Population (persons) 1/,3829
38019,"Cavalier, ND",3,Per capita personal income (dollars) 2/,68040
38021,"Dickey, ND",1,Personal income (thousands of dollars),257101
38021,"Dickey, ND",2,Population (persons) 1/,4903
38021,"Dickey, ND",3,Per capita personal income (dollars) 2/,52437
38023,"Divide, ND",1,Personal income (thousands of dollars),110894
38023,"Divide, ND",2,Population (persons) 1/,2283
38023,"Divide, ND",3,Per capita personal income (dollars) 2/,48574
38025,"Dunn, ND",1,Personal income (thousands of dollars),261383
38025,"Dunn, ND",2,Population (persons) 1/,4332
38025,"Dunn, ND",3,Per capita personal income (dollars) 2/,60338
38027,"Eddy, ND",1,Personal income (thousands of dollars),124931
38027,"Eddy, ND",2,Population (persons) 1/,2313
38027,"Eddy, ND",3,Per capita personal income (dollars) 2/,54013
38029,"Emmons, ND",1,Personal income (thousands of dollars),163067
38029,"Emmons, ND",2,Population (persons) 1/,3295
38029,"Emmons, ND",3,Per capita personal income (dollars) 2/,49489
38031,"Foster, ND",1,Personal income (thousands of dollars),202376
38031,"Foster, ND",2,Population (persons) 1/,3216
38031,"Foster, ND",3,Per capita personal income (dollars) 2/,62928
38033,"Golden Valley, ND",1,Personal income (thousands of dollars),77608
38033,"Golden Valley, ND",2,Population (persons) 1/,1769
38033,"Golden Valley, ND",3,Per capita personal income (dollars) 2/,43871
38035,"Grand Forks, ND",1,Personal income (thousands of dollars),3644225
38035,"Grand Forks, ND",2,Population (persons) 1/,70770
38035,"Grand Forks, ND",3,Per capita personal income (dollars) 2/,51494
38037,"Grant, ND",1,Personal income (thousands of dollars),91092
38037,"Grant, ND",2,Population (persons) 1/,2374
38037,"Grant, ND",3,Per capita personal income (dollars) 2/,38371
38039,"Griggs, ND",1,Personal income (thousands of dollars),123538
38039,"Griggs, ND",2,Population (persons) 1/,2232
38039,"Griggs, ND",3,Per capita personal income (dollars) 2/,55349
38041,"Hettinger, ND",1,Personal income (thousands of dollars),128541
38041,"Hettinger, ND",2,Population (persons) 1/,2514
38041,"Hettinger, ND",3,Per capita personal income (dollars) 2/,51130
38043,"Kidder, ND",1,Personal income (thousands of dollars),123199
38043,"Kidder, ND",2,Population (persons) 1/,2450
38043,"Kidder, ND",3,Per capita personal income (dollars) 2/,50285
38045,"LaMoure, ND",1,Personal income (thousands of dollars),228016
38045,"LaMoure, ND",2,Population (persons) 1/,4062
38045,"LaMoure, ND",3,Per capita personal income (dollars) 2/,56134
38047,"Logan, ND",1,Personal income (thousands of dollars),115214
38047,"Logan, ND",2,Population (persons) 1/,1903
38047,"Logan, ND",3,Per capita personal income (dollars) 2/,60543
38049,"McHenry, ND",1,Personal income (thousands of dollars),303789
38049,"McHenry, ND",2,Population (persons) 1/,5816
38049,"McHenry, ND",3,Per capita personal income (dollars) 2/,52233
38051,"McIntosh, ND",1,Personal income (thousands of dollars),154055
38051,"McIntosh, ND",2,Population (persons) 1/,2585
38051,"McIntosh, ND",3,Per capita personal income (dollars) 2/,59596
38053,"McKenzie, ND",1,Personal income (thousands of dollars),852673
38053,"McKenzie, ND",2,Population (persons) 1/,13632
38053,"McKenzie, ND",3,Per capita personal income (dollars) 2/,62549
38055,"McLean, ND",1,Personal income (thousands of dollars),520153
38055,"McLean, ND",2,Population (persons) 1/,9541
38055,"McLean, ND",3,Per capita personal income (dollars) 2/,54518
38057,"Mercer, ND",1,Personal income (thousands of dollars),478156
38057,"Mercer, ND",2,Population (persons) 1/,8267
38057,"Mercer, ND",3,Per capita personal income (dollars) 2/,57839
38059,"Morton, ND",1,Personal income (thousands of dollars),1621696
38059,"Morton, ND",2,Population (persons) 1/,31095
38059,"Morton, ND",3,Per capita personal income (dollars) 2/,52153
38061,"Mountrail, ND",1,Personal income (thousands of dollars),602406
38061,"Mountrail, ND",2,Population (persons) 1/,10218
38061,"Mountrail, ND",3,Per capita personal income (dollars) 2/,58955
38063,"Nelson, ND",1,Personal income (thousands of dollars),174483
38063,"Nelson, ND",2,Population (persons) 1/,2869
38063,"Nelson, ND",3,Per capita personal income (dollars) 2/,60817
38065,"Oliver, ND",1,Personal income (thousands of dollars),94263
38065,"Oliver, ND",2,Population (persons) 1/,1952
38065,"Oliver, ND",3,Per capita personal income (dollars) 2/,48290
38067,"Pembina, ND",1,Personal income (thousands of dollars),347964
38067,"Pembina, ND",2,Population (persons) 1/,6947
38067,"Pembina, ND",3,Per capita personal income (dollars) 2/,50088
38069,"Pierce, ND",1,Personal income (thousands of dollars),212499
38069,"Pierce, ND",2,Population (persons) 1/,4081
38069,"Pierce, ND",3,Per capita personal income (dollars) 2/,52070
38071,"Ramsey, ND",1,Personal income (thousands of dollars),544492
38071,"Ramsey, ND",2,Population (persons) 1/,11481
38071,"Ramsey, ND",3,Per capita personal income (dollars) 2/,47425
38073,"Ransom, ND",1,Personal income (thousands of dollars),292811
38073,"Ransom, ND",2,Population (persons) 1/,5237
38073,"Ransom, ND",3,Per capita personal income (dollars) 2/,55912
38075,"Renville, ND",1,Personal income (thousands of dollars),144756
38075,"Renville, ND",2,Population (persons) 1/,2374
38075,"Renville, ND",3,Per capita personal income (dollars) 2/,60976
38077,"Richland, ND",1,Personal income (thousands of dollars),860778
38077,"Richland, ND",2,Population (persons) 1/,16239
38077,"Richland, ND",3,Per capita personal income (dollars) 2/,53007
38079,"Rolette, ND",1,Personal income (thousands of dollars),524092
38079,"Rolette, ND",2,Population (persons) 1/,14301
38079,"Rolette, ND",3,Per capita personal income (dollars) 2/,36647
38081,"Sargent, ND",1,Personal income (thousands of dollars),253282
38081,"Sargent, ND",2,Population (persons) 1/,3870
38081,"Sargent, ND",3,Per capita personal income (dollars) 2/,65448
38083,"Sheridan, ND",1,Personal income (thousands of dollars),47885
38083,"Sheridan, ND",2,Population (persons) 1/,1349
38083,"Sheridan, ND",3,Per capita personal income (dollars) 2/,35497
38085,"Sioux, ND",1,Personal income (thousands of dollars),120550
38085,"Sioux, ND",2,Population (persons) 1/,4358
38085,"Sioux, ND",3,Per capita personal income (dollars) 2/,27662
38087,"Slope, ND",1,Personal income (thousands of dollars),37750
38087,"Slope, ND",2,Population (persons) 1/,763
38087,"Slope, ND",3,Per capita personal income (dollars) 2/,49476
38089,"Stark, ND",1,Personal income (thousands of dollars),1891801
38089,"Stark, ND",2,Population (persons) 1/,30997
38089,"Stark, ND",3,Per capita personal income (dollars) 2/,61032
38091,"Steele, ND",1,Personal income (thousands of dollars),120511
38091,"Steele, ND",2,Population (persons) 1/,1903
38091,"Steele, ND",3,Per capita personal income (dollars) 2/,63327
38093,"Stutsman, ND",1,Personal income (thousands of dollars),1139789
38093,"Stutsman, ND",2,Population (persons) 1/,20917
38093,"Stutsman, ND",3,Per capita personal income (dollars) 2/,54491
38095,"Towner, ND",1,Personal income (thousands of dollars),117900
38095,"Towner, ND",2,Population (persons) 1/,2192
38095,"Towner, ND",3,Per capita personal income (dollars) 2/,53786
38097,"Traill, ND",1,Personal income (thousands of dollars),410716
38097,"Traill, ND",2,Population (persons) 1/,8037
38097,"Traill, ND",3,Per capita personal income (dollars) 2/,51103
38099,"Walsh, ND",1,Personal income (thousands of dollars),522092
38099,"Walsh, ND",2,Population (persons) 1/,10667
38099,"Walsh, ND",3,Per capita personal income (dollars) 2/,48945
38101,"Ward, ND",1,Personal income (thousands of dollars),3740423
38101,"Ward, ND",2,Population (persons) 1/,67744
38101,"Ward, ND",3,Per capita personal income (dollars) 2/,55214
38103,"Wells, ND",1,Personal income (thousands of dollars),218932
38103,"Wells, ND",2,Population (persons) 1/,3957
38103,"Wells, ND",3,Per capita personal income (dollars) 2/,55328
38105,"Williams, ND",1,Personal income (thousands of dollars),2434697
38105,"Williams, ND",2,Population (persons) 1/,35350
38105,"Williams, ND",3,Per capita personal income (dollars) 2/,68874
39001,"Adams, OH",1,Personal income (thousands of dollars),960129
39001,"Adams, OH",2,Population (persons) 1/,27724
39001,"Adams, OH",3,Per capita personal income (dollars) 2/,34632
39003,"Allen, OH",1,Personal income (thousands of dollars),4395648
39003,"Allen, OH",2,Population (persons) 1/,102663
39003,"Allen, OH",3,Per capita personal income (dollars) 2/,42816
39005,"Ashland, OH",1,Personal income (thousands of dollars),2066018
39005,"Ashland, OH",2,Population (persons) 1/,53745
39005,"Ashland, OH",3,Per capita personal income (dollars) 2/,38441
39007,"Ashtabula, OH",1,Personal income (thousands of dollars),3749703
39007,"Ashtabula, OH",2,Population (persons) 1/,97493
39007,"Ashtabula, OH",3,Per capita personal income (dollars) 2/,38461
39009,"Athens, OH",1,Personal income (thousands of dollars),2189999
39009,"Athens, OH",2,Population (persons) 1/,65818
39009,"Athens, OH",3,Per capita personal income (dollars) 2/,33274
39011,"Auglaize, OH",1,Personal income (thousands of dollars),2270891
39011,"Auglaize, OH",2,Population (persons) 1/,45804
39011,"Auglaize, OH",3,Per capita personal income (dollars) 2/,49578
39013,"Belmont, OH",1,Personal income (thousands of dollars),2864188
39013,"Belmont, OH",2,Population (persons) 1/,67505
39013,"Belmont, OH",3,Per capita personal income (dollars) 2/,42429
39015,"Brown, OH",1,Personal income (thousands of dollars),1624554
39015,"Brown, OH",2,Population (persons) 1/,43602
39015,"Brown, OH",3,Per capita personal income (dollars) 2/,37259
39017,"Butler, OH",1,Personal income (thousands of dollars),18127599
39017,"Butler, OH",2,Population (persons) 1/,382378
39017,"Butler, OH",3,Per capita personal income (dollars) 2/,47408
39019,"Carroll, OH",1,Personal income (thousands of dollars),1075053
39019,"Carroll, OH",2,Population (persons) 1/,27081
39019,"Carroll, OH",3,Per capita personal income (dollars) 2/,39698
39021,"Champaign, OH",1,Personal income (thousands of dollars),1591029
39021,"Champaign, OH",2,Population (persons) 1/,38754
39021,"Champaign, OH",3,Per capita personal income (dollars) 2/,41055
39023,"Clark, OH",1,Personal income (thousands of dollars),5486879
39023,"Clark, OH",2,Population (persons) 1/,134585
39023,"Clark, OH",3,Per capita personal income (dollars) 2/,40769
39025,"Clermont, OH",1,Personal income (thousands of dollars),11047894
39025,"Clermont, OH",2,Population (persons) 1/,205466
39025,"Clermont, OH",3,Per capita personal income (dollars) 2/,53770
39027,"Clinton, OH",1,Personal income (thousands of dollars),1923164
39027,"Clinton, OH",2,Population (persons) 1/,42057
39027,"Clinton, OH",3,Per capita personal income (dollars) 2/,45728
39029,"Columbiana, OH",1,Personal income (thousands of dollars),3902646
39029,"Columbiana, OH",2,Population (persons) 1/,102665
39029,"Columbiana, OH",3,Per capita personal income (dollars) 2/,38013
39031,"Coshocton, OH",1,Personal income (thousands of dollars),1276757
39031,"Coshocton, OH",2,Population (persons) 1/,36629
39031,"Coshocton, OH",3,Per capita personal income (dollars) 2/,34856
39033,"Crawford, OH",1,Personal income (thousands of dollars),1608155
39033,"Crawford, OH",2,Population (persons) 1/,41550
39033,"Crawford, OH",3,Per capita personal income (dollars) 2/,38704
39035,"Cuyahoga, OH",1,Personal income (thousands of dollars),68087050
39035,"Cuyahoga, OH",2,Population (persons) 1/,1243857
39035,"Cuyahoga, OH",3,Per capita personal income (dollars) 2/,54739
39037,"Darke, OH",1,Personal income (thousands of dollars),2196278
39037,"Darke, OH",2,Population (persons) 1/,51323
39037,"Darke, OH",3,Per capita personal income (dollars) 2/,42793
39039,"Defiance, OH",1,Personal income (thousands of dollars),1585376
39039,"Defiance, OH",2,Population (persons) 1/,38165
39039,"Defiance, OH",3,Per capita personal income (dollars) 2/,41540
39041,"Delaware, OH",1,Personal income (thousands of dollars),15176138
39041,"Delaware, OH",2,Population (persons) 1/,204826
39041,"Delaware, OH",3,Per capita personal income (dollars) 2/,74093
39043,"Erie, OH",1,Personal income (thousands of dollars),4670236
39043,"Erie, OH",2,Population (persons) 1/,74615
39043,"Erie, OH",3,Per capita personal income (dollars) 2/,62591
39045,"Fairfield, OH",1,Personal income (thousands of dollars),7183596
39045,"Fairfield, OH",2,Population (persons) 1/,155782
39045,"Fairfield, OH",3,Per capita personal income (dollars) 2/,46113
39047,"Fayette, OH",1,Personal income (thousands of dollars),1102188
39047,"Fayette, OH",2,Population (persons) 1/,28666
39047,"Fayette, OH",3,Per capita personal income (dollars) 2/,38449
39049,"Franklin, OH",1,Personal income (thousands of dollars),66096109
39049,"Franklin, OH",2,Population (persons) 1/,1310300
39049,"Franklin, OH",3,Per capita personal income (dollars) 2/,50443
39051,"Fulton, OH",1,Personal income (thousands of dollars),1927539
39051,"Fulton, OH",2,Population (persons) 1/,42276
39051,"Fulton, OH",3,Per capita personal income (dollars) 2/,45594
39053,"Gallia, OH",1,Personal income (thousands of dollars),1195089
39053,"Gallia, OH",2,Population (persons) 1/,29979
39053,"Gallia, OH",3,Per capita personal income (dollars) 2/,39864
39055,"Geauga, OH",1,Personal income (thousands of dollars),6500257
39055,"Geauga, OH",2,Population (persons) 1/,94031
39055,"Geauga, OH",3,Per capita personal income (dollars) 2/,69129
39057,"Greene, OH",1,Personal income (thousands of dollars),8448709
39057,"Greene, OH",2,Population (persons) 1/,167995
39057,"Greene, OH",3,Per capita personal income (dollars) 2/,50291
39059,"Guernsey, OH",1,Personal income (thousands of dollars),1556114
39059,"Guernsey, OH",2,Population (persons) 1/,39022
39059,"Guernsey, OH",3,Per capita personal income (dollars) 2/,39878
39061,"Hamilton, OH",1,Personal income (thousands of dollars),48642736
39061,"Hamilton, OH",2,Population (persons) 1/,816684
39061,"Hamilton, OH",3,Per capita personal income (dollars) 2/,59561
