Area,Year,Month,PeriodType,Period,LaborForce,Employment,Unemployment,UnemploymentRate,SeasonalAdjustment
Chariton County,2020,January,3,1,3802,3644,158,4.2,Not seasonally adjusted
Chariton County,2019,Annual Averages,1,0,3727,3614,113,3,Not seasonally adjusted
Chariton County,2019,December,3,12,3797,3667,130,3.4,Not seasonally adjusted
Chariton County,2019,November,3,11,3766,3659,107,2.8,Not seasonally adjusted
Chariton County,2019,October,3,10,3829,3746,83,2.2,Not seasonally adjusted
Chariton County,2019,September,3,9,3665,3585,80,2.2,Not seasonally adjusted
Chariton County,2019,August,3,8,3478,3353,125,3.6,Not seasonally adjusted
Chariton County,2019,July,3,7,3522,3390,132,3.7,Not seasonally adjusted
Chariton County,2019,June,3,6,3707,3581,126,3.4,Not seasonally adjusted
Chariton County,2019,May,3,5,3806,3710,96,2.5,Not seasonally adjusted
Chariton County,2019,April,3,4,3802,3720,82,2.2,Not seasonally adjusted
Chariton County,2019,March,3,3,3799,3673,126,3.3,Not seasonally adjusted
Chariton County,2019,February,3,2,3790,3651,139,3.7,Not seasonally adjusted
Chariton County,2019,January,3,1,3764,3636,128,3.4,Not seasonally adjusted
Christian County,2020,May,3,5,43627,40191,3436,7.9,Not seasonally adjusted
Christian County,2020,April,3,4,44133,40182,3951,9,Not seasonally adjusted
Christian County,2020,March,3,3,46073,44563,1510,3.3,Not seasonally adjusted
Christian County,2020,February,3,2,45477,44015,1462,3.2,Not seasonally adjusted
Christian County,2020,January,3,1,45496,43784,1712,3.8,Not seasonally adjusted
Christian County,2019,Annual Averages,1,0,44998,43771,1227,2.7,Not seasonally adjusted
Christian County,2019,December,3,12,45463,44188,1275,2.8,Not seasonally adjusted
Christian County,2019,November,3,11,45464,44270,1194,2.6,Not seasonally adjusted
Christian County,2019,October,3,10,45199,44201,998,2.2,Not seasonally adjusted
Christian County,2019,September,3,9,45135,44164,971,2.2,Not seasonally adjusted
Christian County,2019,August,3,8,44609,43287,1322,3,Not seasonally adjusted
Christian County,2019,July,3,7,45633,44270,1363,3,Not seasonally adjusted
Christian County,2019,June,3,6,44989,43786,1203,2.7,Not seasonally adjusted
Christian County,2019,May,3,5,44656,43612,1044,2.3,Not seasonally adjusted
Christian County,2019,April,3,4,44438,43475,963,2.2,Not seasonally adjusted
Christian County,2019,March,3,3,44904,43471,1433,3.2,Not seasonally adjusted
Christian County,2019,February,3,2,44948,43505,1443,3.2,Not seasonally adjusted
Christian County,2019,January,3,1,44526,43017,1509,3.4,Not seasonally adjusted
Clark County,2020,May,3,5,3268,2962,306,9.4,Not seasonally adjusted
Clark County,2020,April,3,4,3350,3008,342,10.2,Not seasonally adjusted
Clark County,2020,March,3,3,3269,3124,145,4.4,Not seasonally adjusted
Clark County,2020,February,3,2,3256,3104,152,4.7,Not seasonally adjusted
Clark County,2020,January,3,1,3264,3103,161,4.9,Not seasonally adjusted
Clark County,2019,Annual Averages,1,0,3205,3091,114,3.6,Not seasonally adjusted
Clark County,2019,December,3,12,3197,3075,122,3.8,Not seasonally adjusted
Clark County,2019,November,3,11,3199,3096,103,3.2,Not seasonally adjusted
Clark County,2019,October,3,10,3250,3173,77,2.4,Not seasonally adjusted
Clark County,2019,September,3,9,3137,3063,74,2.4,Not seasonally adjusted
Clark County,2019,August,3,8,3155,3046,109,3.5,Not seasonally adjusted
Clark County,2019,July,3,7,3086,2965,121,3.9,Not seasonally adjusted
Clark County,2019,June,3,6,3254,3123,131,4,Not seasonally adjusted
Clark County,2019,May,3,5,3270,3173,97,3,Not seasonally adjusted
Clark County,2019,April,3,4,3266,3164,102,3.1,Not seasonally adjusted
Clark County,2019,March,3,3,3219,3084,135,4.2,Not seasonally adjusted
Clark County,2019,February,3,2,3193,3043,150,4.7,Not seasonally adjusted
Clark County,2019,January,3,1,3243,3092,151,4.7,Not seasonally adjusted
Clay County,2020,May,3,5,135878,119013,16865,12.4,Not seasonally adjusted
Clay County,2020,April,3,4,135933,118820,17113,12.6,Not seasonally adjusted
Clay County,2020,March,3,3,138243,133639,4604,3.3,Not seasonally adjusted
Clay County,2020,February,3,2,136876,132799,4077,3,Not seasonally adjusted
Clay County,2020,January,3,1,136418,131679,4739,3.5,Not seasonally adjusted
Clay County,2019,Annual Averages,1,0,136610,132701,3909,2.9,Not seasonally adjusted
Clay County,2019,December,3,12,137324,133415,3909,2.8,Not seasonally adjusted
Clay County,2019,November,3,11,137536,133935,3601,2.6,Not seasonally adjusted
Clay County,2019,October,3,10,137455,134032,3423,2.5,Not seasonally adjusted
Clay County,2019,September,3,9,136805,133724,3081,2.3,Not seasonally adjusted
Clay County,2019,August,3,8,137287,133101,4186,3,Not seasonally adjusted
Clay County,2019,July,3,7,139808,134274,5534,4,Not seasonally adjusted
Clay County,2019,June,3,6,137948,134061,3887,2.8,Not seasonally adjusted
Clay County,2019,May,3,5,135436,131974,3462,2.6,Not seasonally adjusted
Clay County,2019,April,3,4,134800,131710,3090,2.3,Not seasonally adjusted
Clay County,2019,March,3,3,135123,130901,4222,3.1,Not seasonally adjusted
Clay County,2019,February,3,2,135011,130852,4159,3.1,Not seasonally adjusted
Clay County,2019,January,3,1,134785,130436,4349,3.2,Not seasonally adjusted
Clinton County,2020,May,3,5,10682,9490,1192,11.2,Not seasonally adjusted
Clinton County,2020,April,3,4,10798,9530,1268,11.7,Not seasonally adjusted
Clinton County,2020,March,3,3,10871,10497,374,3.4,Not seasonally adjusted
Clinton County,2020,February,3,2,10815,10454,361,3.3,Not seasonally adjusted
Clinton County,2020,January,3,1,10783,10366,417,3.9,Not seasonally adjusted
Clinton County,2019,Annual Averages,1,0,10738,10414,324,3,Not seasonally adjusted
Clinton County,2019,December,3,12,10755,10427,328,3,Not seasonally adjusted
Clinton County,2019,November,3,11,10746,10480,266,2.5,Not seasonally adjusted
Clinton County,2019,October,3,10,10811,10573,238,2.2,Not seasonally adjusted
Clinton County,2019,September,3,9,10673,10432,241,2.3,Not seasonally adjusted
Clinton County,2019,August,3,8,10700,10377,323,3,Not seasonally adjusted
Clinton County,2019,July,3,7,10963,10480,483,4.4,Not seasonally adjusted
Clinton County,2019,June,3,6,10776,10455,321,3,Not seasonally adjusted
Clinton County,2019,May,3,5,10690,10424,266,2.5,Not seasonally adjusted
Clinton County,2019,April,3,4,10700,10441,259,2.4,Not seasonally adjusted
Clinton County,2019,March,3,3,10695,10305,390,3.6,Not seasonally adjusted
Clinton County,2019,February,3,2,10697,10300,397,3.7,Not seasonally adjusted
Clinton County,2019,January,3,1,10651,10273,378,3.5,Not seasonally adjusted
Cole County,2020,May,3,5,37972,35606,2366,6.2,Not seasonally adjusted
Cole County,2020,April,3,4,37523,34970,2553,6.8,Not seasonally adjusted
Cole County,2020,March,3,3,39443,38191,1252,3.2,Not seasonally adjusted
Cole County,2020,February,3,2,39002,37870,1132,2.9,Not seasonally adjusted
Cole County,2020,January,3,1,39126,37783,1343,3.4,Not seasonally adjusted
Cole County,2019,Annual Averages,1,0,39051,38037,1014,2.6,Not seasonally adjusted
Cole County,2019,December,3,12,38822,37767,1055,2.7,Not seasonally adjusted
Cole County,2019,November,3,11,39092,38118,974,2.5,Not seasonally adjusted
Cole County,2019,October,3,10,38999,38212,787,2,Not seasonally adjusted
Cole County,2019,September,3,9,38934,38175,759,1.9,Not seasonally adjusted
Cole County,2019,August,3,8,39447,38270,1177,3,Not seasonally adjusted
Cole County,2019,July,3,7,39910,38710,1200,3,Not seasonally adjusted
Cole County,2019,June,3,6,39369,38289,1080,2.7,Not seasonally adjusted
Cole County,2019,May,3,5,38876,37986,890,2.3,Not seasonally adjusted
Cole County,2019,April,3,4,38815,38019,796,2.1,Not seasonally adjusted
Cole County,2019,March,3,3,38961,37840,1121,2.9,Not seasonally adjusted
Cole County,2019,February,3,2,38786,37608,1178,3,Not seasonally adjusted
Cole County,2019,January,3,1,38602,37449,1153,3,Not seasonally adjusted
Cooper County,2020,May,3,5,7304,6655,649,8.9,Not seasonally adjusted
Cooper County,2020,April,3,4,7429,6755,674,9.1,Not seasonally adjusted
Cooper County,2020,March,3,3,7542,7252,290,3.8,Not seasonally adjusted
Cooper County,2020,February,3,2,7541,7238,303,4,Not seasonally adjusted
Cooper County,2020,January,3,1,7490,7173,317,4.2,Not seasonally adjusted
Cooper County,2019,Annual Averages,1,0,7481,7205,276,3.7,Not seasonally adjusted
Cooper County,2019,December,3,12,7526,7273,253,3.4,Not seasonally adjusted
Cooper County,2019,November,3,11,7556,7318,238,3.1,Not seasonally adjusted
Cooper County,2019,October,3,10,7598,7402,196,2.6,Not seasonally adjusted
Cooper County,2019,September,3,9,7507,7318,189,2.5,Not seasonally adjusted
Cooper County,2019,August,3,8,7197,6937,260,3.6,Not seasonally adjusted
Cooper County,2019,July,3,7,7348,7060,288,3.9,Not seasonally adjusted
Cooper County,2019,June,3,6,7476,7205,271,3.6,Not seasonally adjusted
Cooper County,2019,May,3,5,7536,7314,222,2.9,Not seasonally adjusted
Cooper County,2019,April,3,4,7486,7280,206,2.8,Not seasonally adjusted
Cooper County,2019,March,3,3,7555,7127,428,5.7,Not seasonally adjusted
Cooper County,2019,February,3,2,7603,7138,465,6.1,Not seasonally adjusted
Cooper County,2019,January,3,1,7381,7087,294,4,Not seasonally adjusted
Crawford County,2020,May,3,5,10784,9779,1005,9.3,Not seasonally adjusted
Crawford County,2020,April,3,4,10875,9838,1037,9.5,Not seasonally adjusted
Crawford County,2020,March,3,3,11307,10739,568,5,Not seasonally adjusted
Crawford County,2020,February,3,2,11056,10539,517,4.7,Not seasonally adjusted
Crawford County,2020,January,3,1,11035,10501,534,4.8,Not seasonally adjusted
Crawford County,2019,Annual Averages,1,0,10980,10566,414,3.8,Not seasonally adjusted
Crawford County,2019,December,3,12,10985,10510,475,4.3,Not seasonally adjusted
Crawford County,2019,November,3,11,10985,10559,426,3.9,Not seasonally adjusted
Crawford County,2019,October,3,10,11003,10662,341,3.1,Not seasonally adjusted
Crawford County,2019,September,3,9,10988,10668,320,2.9,Not seasonally adjusted
Crawford County,2019,August,3,8,10914,10508,406,3.7,Not seasonally adjusted
Crawford County,2019,July,3,7,11135,10678,457,4.1,Not seasonally adjusted
Crawford County,2019,June,3,6,11201,10775,426,3.8,Not seasonally adjusted
Crawford County,2019,May,3,5,10950,10591,359,3.3,Not seasonally adjusted
Crawford County,2019,April,3,4,10893,10564,329,3,Not seasonally adjusted
Crawford County,2019,March,3,3,10909,10457,452,4.1,Not seasonally adjusted
Crawford County,2019,February,3,2,10954,10454,500,4.6,Not seasonally adjusted
Crawford County,2019,January,3,1,10837,10361,476,4.4,Not seasonally adjusted
Dade County,2020,May,3,5,3547,3360,187,5.3,Not seasonally adjusted
Dade County,2020,April,3,4,3618,3423,195,5.4,Not seasonally adjusted
Dade County,2020,March,3,3,3669,3526,143,3.9,Not seasonally adjusted
Dade County,2020,February,3,2,3611,3477,134,3.7,Not seasonally adjusted
Dade County,2020,January,3,1,3595,3447,148,4.1,Not seasonally adjusted
Dade County,2019,Annual Averages,1,0,3545,3434,111,3.1,Not seasonally adjusted
Dade County,2019,December,3,12,3533,3415,118,3.3,Not seasonally adjusted
Dade County,2019,November,3,11,3553,3450,103,2.9,Not seasonally adjusted
Dade County,2019,October,3,10,3627,3532,95,2.6,Not seasonally adjusted
Dade County,2019,September,3,9,3514,3417,97,2.8,Not seasonally adjusted
Dade County,2019,August,3,8,3322,3201,121,3.6,Not seasonally adjusted
Dade County,2019,July,3,7,3383,3262,121,3.6,Not seasonally adjusted
Dade County,2019,June,3,6,3572,3456,116,3.2,Not seasonally adjusted
Dade County,2019,May,3,5,3665,3564,101,2.8,Not seasonally adjusted
Dade County,2019,April,3,4,3671,3575,96,2.6,Not seasonally adjusted
Dade County,2019,March,3,3,3563,3439,124,3.5,Not seasonally adjusted
Dade County,2019,February,3,2,3572,3459,113,3.2,Not seasonally adjusted
Dade County,2019,January,3,1,3572,3441,131,3.7,Not seasonally adjusted
Dallas County,2020,May,3,5,6879,6347,532,7.7,Not seasonally adjusted
Dallas County,2020,April,3,4,7030,6399,631,9,Not seasonally adjusted
Dallas County,2020,March,3,3,7214,6891,323,4.5,Not seasonally adjusted
Dallas County,2020,February,3,2,7155,6830,325,4.5,Not seasonally adjusted
Dallas County,2020,January,3,1,7170,6787,383,5.3,Not seasonally adjusted
Dallas County,2019,Annual Averages,1,0,7081,6762,319,4.5,Not seasonally adjusted
Dallas County,2019,December,3,12,7189,6780,409,5.7,Not seasonally adjusted
Dallas County,2019,November,3,11,7170,6807,363,5.1,Not seasonally adjusted
Dallas County,2019,October,3,10,7197,6880,317,4.4,Not seasonally adjusted
Dallas County,2019,September,3,9,7090,6761,329,4.6,Not seasonally adjusted
Dallas County,2019,August,3,8,7018,6626,392,5.6,Not seasonally adjusted
Dallas County,2019,July,3,7,7064,6782,282,4,Not seasonally adjusted
Dallas County,2019,June,3,6,6986,6705,281,4,Not seasonally adjusted
Dallas County,2019,May,3,5,7111,6804,307,4.3,Not seasonally adjusted
Dallas County,2019,April,3,4,7061,6823,238,3.4,Not seasonally adjusted
Dallas County,2019,March,3,3,7036,6745,291,4.1,Not seasonally adjusted
Dallas County,2019,February,3,2,7048,6750,298,4.2,Not seasonally adjusted
Dallas County,2019,January,3,1,7000,6681,319,4.6,Not seasonally adjusted
Daviess County,2020,May,3,5,4193,3965,228,5.4,Not seasonally adjusted
Daviess County,2020,April,3,4,4296,4053,243,5.7,Not seasonally adjusted
Daviess County,2020,March,3,3,4239,4084,155,3.7,Not seasonally adjusted
Daviess County,2020,February,3,2,4169,4014,155,3.7,Not seasonally adjusted
Daviess County,2020,January,3,1,4175,4002,173,4.1,Not seasonally adjusted
Daviess County,2019,Annual Averages,1,0,4102,3965,137,3.3,Not seasonally adjusted
Daviess County,2019,December,3,12,4071,3937,134,3.3,Not seasonally adjusted
Daviess County,2019,November,3,11,4098,3975,123,3,Not seasonally adjusted
Daviess County,2019,October,3,10,4248,4139,109,2.6,Not seasonally adjusted
Daviess County,2019,September,3,9,4028,3936,92,2.3,Not seasonally adjusted
Daviess County,2019,August,3,8,3842,3707,135,3.5,Not seasonally adjusted
Daviess County,2019,July,3,7,3924,3762,162,4.1,Not seasonally adjusted
Daviess County,2019,June,3,6,4123,3998,125,3,Not seasonally adjusted
Daviess County,2019,May,3,5,4253,4137,116,2.7,Not seasonally adjusted
Daviess County,2019,April,3,4,4278,4164,114,2.7,Not seasonally adjusted
Daviess County,2019,March,3,3,4163,3970,193,4.6,Not seasonally adjusted
Daviess County,2019,February,3,2,4101,3917,184,4.5,Not seasonally adjusted
Daviess County,2019,January,3,1,4099,3939,160,3.9,Not seasonally adjusted
Dekalb County,2020,May,3,5,4744,4478,266,5.6,Not seasonally adjusted
Dekalb County,2020,April,3,4,4808,4513,295,6.1,Not seasonally adjusted
Dekalb County,2020,March,3,3,4912,4720,192,3.9,Not seasonally adjusted
Dekalb County,2020,February,3,2,4877,4680,197,4,Not seasonally adjusted
Dekalb County,2020,January,3,1,4881,4671,210,4.3,Not seasonally adjusted
Dekalb County,2019,Annual Averages,1,0,4838,4689,149,3.1,Not seasonally adjusted
Dekalb County,2019,December,3,12,4815,4670,145,3,Not seasonally adjusted
Dekalb County,2019,November,3,11,4814,4691,123,2.6,Not seasonally adjusted
Dekalb County,2019,October,3,10,4890,4777,113,2.3,Not seasonally adjusted
Dekalb County,2019,September,3,9,4755,4649,106,2.2,Not seasonally adjusted
Dekalb County,2019,August,3,8,4755,4614,141,3,Not seasonally adjusted
Dekalb County,2019,July,3,7,4894,4712,182,3.7,Not seasonally adjusted
Dekalb County,2019,June,3,6,4838,4683,155,3.2,Not seasonally adjusted
Dekalb County,2019,May,3,5,4837,4716,121,2.5,Not seasonally adjusted
Dekalb County,2019,April,3,4,4903,4769,134,2.7,Not seasonally adjusted
Dekalb County,2019,March,3,3,4865,4669,196,4,Not seasonally adjusted
Dekalb County,2019,February,3,2,4866,4673,193,4,Not seasonally adjusted
Dekalb County,2019,January,3,1,4820,4642,178,3.7,Not seasonally adjusted
Dent County,2020,May,3,5,6114,5751,363,5.9,Not seasonally adjusted
Dent County,2020,April,3,4,6159,5781,378,6.1,Not seasonally adjusted
Dent County,2020,March,3,3,6552,6280,272,4.2,Not seasonally adjusted
Dent County,2020,February,3,2,6298,6045,253,4,Not seasonally adjusted
Dent County,2020,January,3,1,6377,6067,310,4.9,Not seasonally adjusted
Dent County,2019,Annual Averages,1,0,6269,6044,225,3.6,Not seasonally adjusted
Dent County,2019,December,3,12,6304,6047,257,4.1,Not seasonally adjusted
Dent County,2019,November,3,11,6301,6080,221,3.5,Not seasonally adjusted
Dent County,2019,October,3,10,6376,6174,202,3.2,Not seasonally adjusted
Dent County,2019,September,3,9,6302,6126,176,2.8,Not seasonally adjusted
Dent County,2019,August,3,8,6028,5774,254,4.2,Not seasonally adjusted
Dent County,2019,July,3,7,6062,5817,245,4,Not seasonally adjusted
Dent County,2019,June,3,6,6410,6166,244,3.8,Not seasonally adjusted
Dent County,2019,May,3,5,6331,6128,203,3.2,Not seasonally adjusted
Dent County,2019,April,3,4,6277,6104,173,2.8,Not seasonally adjusted
Dent County,2019,March,3,3,6305,6074,231,3.7,Not seasonally adjusted
Dent County,2019,February,3,2,6241,6007,234,3.7,Not seasonally adjusted
Dent County,2019,January,3,1,6280,6025,255,4.1,Not seasonally adjusted
Douglas County,2020,May,3,5,5265,4576,689,13.1,Not seasonally adjusted
Douglas County,2020,April,3,4,5360,4614,746,13.9,Not seasonally adjusted
Douglas County,2020,March,3,3,5220,4950,270,5.2,Not seasonally adjusted
Douglas County,2020,February,3,2,5122,4872,250,4.9,Not seasonally adjusted
Douglas County,2020,January,3,1,5475,4859,616,11.3,Not seasonally adjusted
